,user,beer,rating
1684,Cam,Side Launch Brewing Company: Side Launch Wheat,7.0
775,Cam,Alexander Keiths: Red Amber Ale,1.0
674,Cam,Mill Street Brewery: 100th Meridian,3.0
1886,Cam,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
1785,Cam,Blue Moon Brewing Company: Blue Moon,5.0
185,Chris,Grupo Modelo: Corona,6.0
253,Chris,Coors Brewing Company: Coors Light,1.0
1162,Chris,Sierra Nevada Brewing Co.: Pale Ale,3.0
758,Chris,Alexander Keiths: Red Amber Ale,2.0
51,Chris,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
791,Chris,Alexander Keiths: Red Amber Ale,5.0
84,Chris,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
152,Chris,Grupo Modelo: Corona,7.0
488,Chris,Heineken: Heineken Lager,3.0
455,Chris,Heineken: Heineken Lager,4.0
960,Chris,Guiness: Guinness,6.0
589,Chris,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
993,Chris,Guiness: Guinness,10.0
556,Chris,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
354,Chris,Sawdust City Brewing Co.: Little Norway,3.0
286,Chris,Coors Brewing Company: Coors Light,1.0
387,Chris,Sawdust City Brewing Co.: Little Norway,6.0
690,Chris,Mill Street Brewery: 100th Meridian,6.0
1801,Chris,Blue Moon Brewing Company: Blue Moon,7.0
1902,Chris,"Brouwerij Rodenbach: Rodenbach Grand Cru,",1.0
1465,Chris,Redline Brewhouse: Clutch,2.0
1667,Chris,Side Launch Brewing Company: Side Launch Wheat,5.0
1700,Chris,Side Launch Brewing Company: Side Launch Wheat,8.0
1599,Chris,Brasserie D'Achouffe: La Chouffe,7.0
2003,Chris,Bellwoods Brewery: Jelly King,1.0
1397,Chris,Sawdust City Brewing Co.: Juicin,3.0
1296,Chris,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
319,Claudia,Sawdust City Brewing Co.: Little Norway,5.0
1228,Claudia,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1632,Claudia,Side Launch Brewing Company: Side Launch Wheat,7.0
622,Claudia,Mill Street Brewery: 100th Meridian,3.0
117,Claudia,Grupo Modelo: Corona,5.0
420,Claudia,Heineken: Heineken Lager,2.0
218,Claudia,Coors Brewing Company: Coors Light,4.0
1733,Claudia,Blue Moon Brewing Company: Blue Moon,5.0
824,Claudia,Clifford Brewing Co.: Clifford Porter,2.0
1834,Claudia,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
1935,Claudia,Bellwoods Brewery: Jelly King,10.0
723,Claudia,Alexander Keiths: Red Amber Ale,2.0
521,Claudia,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
1026,Claudia,Brasserie Dieu De Ciel!: Peche Mortel,4.0
16,Claudia,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
1329,Claudia,Sawdust City Brewing Co.: Juicin,8.0
1127,Claudia,Sierra Nevada Brewing Co.: Pale Ale,5.0
925,Claudia,Guiness: Guinness,3.0
1430,Claudia,Redline Brewhouse: Clutch,9.0
1531,Claudia,Brasserie D'Achouffe: La Chouffe,8.0
355,Clement ,Sawdust City Brewing Co.: Little Norway,9.0
1971,Clement ,Bellwoods Brewery: Jelly King,5.0
658,Clement ,Mill Street Brewery: 100th Meridian,7.0
1365,Clement ,Sawdust City Brewing Co.: Juicin,6.0
1567,Clement ,Brasserie D'Achouffe: La Chouffe,7.0
961,Clement ,Guiness: Guinness,5.0
1264,Clement ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
456,Clement ,Heineken: Heineken Lager,7.0
1062,Clement ,Brasserie Dieu De Ciel!: Peche Mortel,9.0
759,Clement ,Alexander Keiths: Red Amber Ale,8.0
254,Clement ,Coors Brewing Company: Coors Light,9.0
1769,Clement ,Blue Moon Brewing Company: Blue Moon,6.0
153,Clement ,Grupo Modelo: Corona,9.0
1668,Clement ,Side Launch Brewing Company: Side Launch Wheat,5.0
452,Connor Taras,Heineken: Heineken Lager,3.0
149,Connor Taras,Grupo Modelo: Corona,6.0
48,Connor Taras,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
250,Connor Taras,Coors Brewing Company: Coors Light,5.0
1866,Connor Taras,"Brouwerij Rodenbach: Rodenbach Grand Cru,",6.0
654,Connor Taras,Mill Street Brewery: 100th Meridian,5.0
957,Connor Taras,Guiness: Guinness,6.0
1563,Connor Taras,Brasserie D'Achouffe: La Chouffe,5.0
1765,Connor Taras,Blue Moon Brewing Company: Blue Moon,7.0
755,Connor Taras,Alexander Keiths: Red Amber Ale,2.0
1664,Connor Taras,Side Launch Brewing Company: Side Launch Wheat,8.0
553,Connor Taras,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
1967,Connor Taras,Bellwoods Brewery: Jelly King,8.0
1058,Connor Taras,Brasserie Dieu De Ciel!: Peche Mortel,7.0
1159,Connor Taras,Sierra Nevada Brewing Co.: Pale Ale,7.0
833,Corey derooy,Clifford Brewing Co.: Clifford Porter,1.0
25,Corey derooy,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
1035,Corey derooy,Brasserie Dieu De Ciel!: Peche Mortel,2.0
1439,Corey derooy,Redline Brewhouse: Clutch,3.0
1540,Corey derooy,Brasserie D'Achouffe: La Chouffe,2.0
934,Corey derooy,Guiness: Guinness,3.0
1641,Corey derooy,Side Launch Brewing Company: Side Launch Wheat,4.0
1237,Corey derooy,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,4.0
126,Corey derooy,Grupo Modelo: Corona,5.0
1843,Corey derooy,"Brouwerij Rodenbach: Rodenbach Grand Cru,",1.0
530,Corey derooy,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
1944,Corey derooy,Bellwoods Brewery: Jelly King,1.0
328,Corey derooy,Sawdust City Brewing Co.: Little Norway,6.0
631,Corey derooy,Mill Street Brewery: 100th Meridian,5.0
1136,Corey derooy,Sierra Nevada Brewing Co.: Pale Ale,5.0
227,Corey derooy,Coors Brewing Company: Coors Light,5.0
1742,Corey derooy,Blue Moon Brewing Company: Blue Moon,6.0
1338,Corey derooy,Sawdust City Brewing Co.: Juicin,4.0
732,Corey derooy,Alexander Keiths: Red Amber Ale,2.0
429,Corey derooy,Heineken: Heineken Lager,7.0
17675,DEE,Collective Arts Brewing: Filling the Void,5.0
17473,DEE,Collective Arts Brewing: Life in the Clouds,6.0
18887,DEE,Flying Monkeys Craft Brewery: Hoptical Illusion,1.0
22523,DEE,Hop City Brewing Co.: 8th Sin Black Lager,6.0
13332,DEE,Brickworks Ciderhouse: Batch: 1904,3.0
17372,DEE,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,9.0
16362,DEE,Collective Arts Brewing: Collective Arts / Forbidden Root - Origin of Darkness,3.0
20604,DEE,Great Lakes Brewery: Canuck Pale Ale,5.0
21412,DEE,Great Lakes Brewery: Devil's Pale Ale 666,6.0
20301,DEE,Great Lakes Brewery: Great Lakes Thrust! An IPA,6.0
12928,DEE,Brewery Ommegang: Hennepin,5.0
19594,DEE,Glutenberg: Glutenberg Blonde,1.0
23230,DEE,Kensington Brewing Company: Augusta Ale,1.0
16059,DEE,Collective Arts Brewing: Rhyme & Reason,8.0
16665,DEE,Collective Arts Brewing: Dark Fruit Gose,1.0
18685,DEE,Flying Monkeys Craft Brewery: Flying Monkeys Paranormal Imperial Pumpkin Ale,1.0
17877,DEE,Collective Arts Brewing: Collective Project: Dry Hop Sour,3.0
21311,DEE,Great Lakes Brewery: Blonde Lager,3.0
10706,DEE,Brasserie Dieu du Ciel!: Immoralité,7.0
22422,DEE,Hop City Brewing Co.: Hopbot IPA,4.0
18988,DEE,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,1.0
16160,DEE,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,2.0
22725,DEE,Indie Ale House Brewing: Cock Puncher,5.0
16867,DEE,Collective Arts Brewing: Radio The Mothership,7.0
10908,DEE,Brasserie Dieu du Ciel!: Blanche du Paradis,3.0
16463,DEE,Collective Arts Brewing: Stranger Than Fiction,7.0
16564,DEE,Collective Arts Brewing: IPA No. 1,6.0
20200,DEE,Granville Island Brewing Company: Island Lager,5.0
13433,DEE,Broadhead Brewing Co: Dark Horse Stout,4.0
23432,DEE,Kensington Brewing Company: India Pale Ale,3.0
18584,DEE,Double Trouble Brewing Co.: Fire in the Rye,8.0
22321,DEE,Hop City Brewing Co.: Big Mouth Pale Ale,4.0
20402,DEE,Great Lakes Brewery: Great Lakes RoboHop,5.0
21109,DEE,Great Lakes Brewery: Great Lakes Lake Effect,4.0
22119,DEE,High Road Brewing: Bronan,10.0
21715,DEE,Great Lakes Brewery: Great Lakes Karma Citra IPA,8.0
16968,DEE,Collective Arts Brewing: Collective Project: IPA No. 8,7.0
18786,DEE,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,1.0
13837,DEE,Brooklyn Brewery: Defender IPA,7.0
13231,DEE,Brewery Ommegang: Gnomegeddon,4.0
19089,DEE,Flying Monkeys Craft Brewery: Basilisk,2.0
21614,DEE,Great Lakes Brewery: Ice Hole Pale Ale,6.0
23331,DEE,Kensington Brewing Company: Fruit Stand Watermelon Wheat,1.0
10807,DEE,Brasserie Dieu du Ciel!: Chemin de Croix,6.0
23533,DEE,Kensington Brewing Company: Baldwin FishEYE PA,5.0
22220,DEE,Hop City Brewing Co.: Barking Squirrel Lager,3.0
17776,DEE,Collective Arts Brewing: Collective Project: Guava Gose,1.0
16261,DEE,Collective Arts Brewing: Collective Project: Sour Dry Hop Ale - Passion Fruit And Peach,2.0
19897,DEE,Granville Island Brewing Company: English Bay Pale Ale,4.0
11817,DEE,Brasserie Dunham: Imperial Black IPA,8.0
18483,DEE,Double Trouble Brewing Co.: Hops and Robbers,8.0
0,DEE,Beau's All Natural Brewing Company: Beau's Lugtread,2.0
32926,DEE,Unibroue: Blanche de Chambly,8.0
30906,DEE,Sleeman Breweries Ltd.: Clear,1.0
8484,DEE,Bellwoods Brewery: Cat Lady - Double Dry-Hopped,6.0
1111,DEE,Sierra Nevada Brewing Co.: Pale Ale,3.0
6565,DEE,Bellwoods Brewery: Bring Out Your Dead,2.0
3636,DEE,Ace Hill Brewing Company: Ace Hill Pilsner,2.0
32825,DEE,Unibroue: Ale Gateau Foret-noire,7.0
5353,DEE,Beau's All Natural Brewing: Wild Oats Series No. 60 - Le Coeur Noir,8.0
1919,DEE,Bellwoods Brewery: Jelly King,7.0
28179,DEE,Mill Street Brewery: Coffee Porter,1.0
26361,DEE,MacKinnon Brothers Brewing: 8 Man,6.0
2929,DEE,Brewery Ommegang: Ommegang Pale Sour,7.0
32724,DEE,Unibroue: Blonde De L’Enfer,7.0
3737,DEE,Amsterdam Brewing: Amsterdam Barrel Aged Double Tempest,3.0
1010,DEE,Brasserie Dieu De Ciel!: Peche Mortel,7.0
26058,DEE,Les Brasseurs du Temps: Blanche de Koralie,8.0
29795,DEE,Nickel Brook Brewing Company: Head Stock,4.0
24543,DEE,Lagunitas Brewing Company: DayTime IPA,8.0
33128,DEE,Unibroue: Blonde de Chambly,7.0
28381,DEE,Molson Breweries of Canada: Dominion Ale,2.0
909,DEE,Guiness: Guinness,8.0
2828,DEE,Brouwerij Artois: Stella Artois,1.0
5252,DEE,Beau's All Natural Brewing: The Bottle Imp,1.0
9393,DEE,Big Rig Brewery: Gold Lagered Ale,1.0
33027,DEE,Unibroue: Don De Dieu,7.0
2020,DEE,Sawdust City Brewing Co.: Skinny Dippin' Stout,8.0
1212,DEE,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,10.0
1515,DEE,Brasserie D'Achouffe: La Chouffe,2.0
27977,DEE,Mill Street Brewery: Belgian Pale Ale,1.0
3030,DEE,The Collingwood Brewery: Rockwell,7.0
3232,DEE,Rainhard Brewing Co.: Armed N' Citra,9.0
1717,DEE,Blue Moon Brewing Company: Blue Moon,3.0
30603,DEE,Redline Brewhouse: Double Clutch,10.0
30704,DEE,San Francisco Brewing Co.: Broadway IPA,4.0
1616,DEE,Side Launch Brewing Company: Side Launch Wheat,1.0
27876,DEE,Mill Street Brewery: Big League IPA,2.0
3333,DEE,Rainhard Brewing Co.: Kapow! IPA,9.0
3535,DEE,A l'abri de la Tempête: Corne de Brume,6.0
30805,DEE,Sawdust City Brewing: Twin Pine,7.0
3434,DEE,High Road Brewing: Cloud Piercer,9.0
32522,DEE,Unibroue: Eau Bénite,5.0
1414,DEE,Redline Brewhouse: Clutch,10.0
1818,DEE,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
28078,DEE,Mill Street Brewery: Hopped & Confused,1.0
3131,DEE,McAuslan Brewing: St. Ambroise Oatmeal Stout,8.0
33229,DEE,Unibroue: À Tout Le Monde,8.0
25654,DEE,Left Field Brewery: Bricks & Mortar,5.0
8585,DEE,Bellwoods Brewery: Jutsu,8.0
303,DEE,Sawdust City Brewing Co.: Little Norway,6.0
33633,DEE,Wellington Brewery: Bewitched Belgian,8.0
4343,DEE,Amsterdam Brewing Company: Fracture Imperial IPA,7.0
2626,DEE,Mill Street Brewery: Original Organic,1.0
28785,DEE,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,9.0
404,DEE,Heineken: Heineken Lager,1.0
8282,DEE,Bellwoods Brewery: Witchshark,9.0
31613,DEE,Unibroue: Ephemere Strawberry & Rhubarb,7.0
25755,DEE,Left Field Brewery: Greenwood,6.0
27472,DEE,Mill Street Brewery: Don Valley Bench,1.0
4848,DEE,Amsterdam Brewing Company: Framboise,1.0
4646,DEE,Amsterdam Brewing Company: Boneshaker,5.0
28987,DEE,Nickel Brook Brewing: Old Kentucky Bastard,7.0
2424,DEE,Sawdust City Brewing Co.: Gateway Kolsch,4.0
4747,DEE,Amsterdam Brewing Company: Autumn Hop,2.0
29088,DEE,Nickel Brook Brewing: Wicked Awesome IPA,7.0
7878,DEE,Bellwoods Brewery: Double Jutsu,9.0
101,DEE,Grupo Modelo: Corona,1.0
27371,DEE,Mill Street Brewery: Imperial Ginger Cat,1.0
9494,DEE,Big Rig Brewery: Disturber,7.0
25553,DEE,Left Field Brewery: Left Field Laser Show,5.0
31310,DEE,The Collingwood Brewery: Downhill Pale Ale,8.0
27270,DEE,Mill Street Brewery: IPA (India Pale Ale),1.0
2525,DEE,Sawdust City Brewing Co.: Princess Wears Girl Pants,8.0
4444,DEE,Amsterdam Brewing Company: Downtown Brown,1.0
202,DEE,Coors Brewing Company: Coors Light,1.0
4545,DEE,Amsterdam Brewing Company: Cruiser All Day Pale Ale,8.0
4242,DEE,Amsterdam Brewing Company: All Natural Blonde,2.0
33532,DEE,Wellington Brewery: Iron Duke,7.0
31108,DEE,Sleeman Breweries Ltd.: Dark,1.0
606,DEE,Mill Street Brewery: 100th Meridian,1.0
2727,DEE,Woodhouse Brewing Co.: Woodhouse Lager,1.0
5050,DEE,Amsterdam Brewing Company: 3 Speed,3.0
33330,DEE,Unibroue: A Tout Le Monde - Megadeth,8.0
25957,DEE,Les 3 Brasseurs: Brown,1.0
27573,DEE,Mill Street Brewery: Cobblestone Stout,1.0
29694,DEE,Nickel Brook Brewing Company: Cause & Effect,7.0
2121,DEE,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,7.0
707,DEE,Alexander Keiths: Red Amber Ale,1.0
28482,DEE,Molson Breweries of Canada: Canadian Light,1.0
31007,DEE,Sleeman Breweries Ltd.: Honey Brown Lager,1.0
33431,DEE,Wellington Brewery: Helles Bock,8.0
31714,DEE,Unibroue: Audaciter,6.0
505,DEE,Creemore Spring Brewery: Creemore Springs Premium Lager,1.0
2222,DEE,Sawdust City Brewing Co.: Lone Pine,6.0
25856,DEE,Les 3 Brasseurs: Blond,1.0
4141,DEE,Amsterdam Brewing Company: (416) Local Lager,2.0
4949,DEE,Amsterdam Brewing Company: Big Wheel Deluxe Amber,3.0
28684,DEE,Molson Breweries of Canada: Carling,5.0
31311,DON,The Collingwood Brewery: Downhill Pale Ale,6.0
3031,DON,The Collingwood Brewery: Rockwell,4.0
27574,DON,Mill Street Brewery: Cobblestone Stout,8.0
2627,DON,Mill Street Brewery: Original Organic,3.0
18484,DON,Double Trouble Brewing Co.: Hops and Robbers,4.0
20908,DON,Great Lakes Brewery: Harry Porter & The Bourbon Soaked Vanilla Bean,8.0
12121,DON,Brasserie Les 2 Frères: Hickson IPA,5.0
6162,DON,Beaus All Natural Brewing Company: Blood Simple,7.0
2728,DON,Woodhouse Brewing Co.: Woodhouse Lager,3.0
12020,DON,Brasserie Dunham: Cyclope Alpha IPA,7.0
30806,DON,Sawdust City Brewing: Twin Pine,10.0
12222,DON,Brasserie Les 2 Frères: Hickson Imperiale IPA,6.0
22726,DON,Indie Ale House Brewing: Cock Puncher,6.0
23231,DON,Kensington Brewing Company: Augusta Ale,2.0
6061,DON,Beaus All Natural Brewing Company: Cherry Revue,6.0
2829,DON,Brouwerij Artois: Stella Artois,2.0
2526,DON,Sawdust City Brewing Co.: Princess Wears Girl Pants,9.0
5758,DON,Beaus All Natural Brewing Company: Dark Helmüt,5.0
20504,DON,Great Lakes Brewery: Great Lakes Apocalypse Later,7.0
3132,DON,McAuslan Brewing: St. Ambroise Oatmeal Stout,4.0
19595,DON,Glutenberg: Glutenberg Blonde,4.0
28685,DON,Molson Breweries of Canada: Carling,1.0
4950,DON,Amsterdam Brewing Company: Big Wheel Deluxe Amber,3.0
23029,DON,Isle de Garde Brasserie: English Brown Ale,4.0
10303,DON,Brasserie Dieu du Ciel!: Disco Soleil,7.0
20201,DON,Granville Island Brewing Company: Island Lager,4.0
28584,DON,Molson Breweries of Canada: Caffrey's Irish Ale,1.0
12727,DON,Brewery Ommegang: Chocolate Indulgence,4.0
28483,DON,Molson Breweries of Canada: Canadian Light,1.0
29695,DON,Nickel Brook Brewing Company: Cause & Effect,6.0
29796,DON,Nickel Brook Brewing Company: Head Stock,8.0
29392,DON,Nickel Brook Brewing: Über - Raspberry,8.0
4647,DON,Amsterdam Brewing Company: Boneshaker,5.0
29089,DON,Nickel Brook Brewing: Wicked Awesome IPA,7.0
4546,DON,Amsterdam Brewing Company: Cruiser All Day Pale Ale,5.0
22928,DON,Isle de Garde Brasserie: American Pale Ale,4.0
12929,DON,Brewery Ommegang: Hennepin,7.0
4445,DON,Amsterdam Brewing Company: Downtown Brown,4.0
8586,DON,Bellwoods Brewery: Jutsu,9.0
29291,DON,Nickel Brook Brewing: Winey Bastard,7.0
19696,DON,Glutenberg: Glutenberg American Pale Ale,4.0
28786,DON,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,6.0
20302,DON,Great Lakes Brewery: Great Lakes Thrust! An IPA,6.0
30301,DON,Railway City Brewing Company: Iron Spike - Amber,6.0
18989,DON,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,5.0
3435,DON,High Road Brewing: Cloud Piercer,8.0
12424,DON,Brasserie Les 2 Frères: Charles Henri White,3.0
5556,DON,Beaus All Natural Brewing Company: Golden Vox (Wild Oats Series No. 53),4.0
30402,DON,Railway City Brewing Company: Hoptoberfest,5.0
3334,DON,Rainhard Brewing Co.: Kapow! IPA,6.0
18888,DON,Flying Monkeys Craft Brewery: Hoptical Illusion,5.0
30503,DON,Railway City Brewing Company: Dead Elephant,6.0
5657,DON,Beaus All Natural Brewing Company: Full Time IPA,8.0
12323,DON,Brasserie Les 2 Frères: Charles Henri Ambrée,3.0
18787,DON,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,5.0
30604,DON,Redline Brewhouse: Double Clutch,8.0
5455,DON,Beau's All Natural Brewing: One Ping Only,4.0
30200,DON,Railway City Brewing Company: Iron Spike - Copper,5.0
29998,DON,Nickel Brook Brewing Company: Bolshevik Bastard,7.0
3637,DON,Ace Hill Brewing Company: Ace Hill Pilsner,3.0
10101,DON,Brasserie Dieu du Ciel!: Equinoxe du Printemps,5.0
12525,DON,Brasseurs du Monde: 5 Anniversaire,5.0
22827,DON,Isle de Garde Brasserie: Brett Session Saison au Seigle,6.0
21817,DON,Great Lakes Brewery: Great Lakes Harry Porter,6.0
1112,DON,Sierra Nevada Brewing Co.: Pale Ale,5.0
26261,DON,Les Trois Mousquetaires: Gose,8.0
32927,DON,Unibroue: Blanche de Chambly,4.0
1011,DON,Brasserie Dieu De Ciel!: Peche Mortel,7.0
23534,DON,Kensington Brewing Company: Baldwin FishEYE PA,3.0
910,DON,Guiness: Guinness,5.0
9697,DON,Black Oak Brewing: Black Oak Ten Bitter Years,6.0
17070,DON,Collective Arts Brewing: Collective Project: IPA No. 7,7.0
9798,DON,Black Oak Brewing Company: Double Chocolate Cherry Stout,4.0
1516,DON,Brasserie D'Achouffe: La Chouffe,6.0
26564,DON,McAuslan Brewing: Griffon Brown Ale,4.0
1415,DON,Redline Brewhouse: Clutch,9.0
11414,DON,Brasserie Dunham: Dunham Stout Impériale Russe Bourbon,8.0
17373,DON,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,7.0
26463,DON,McAuslan Brewing: Griffon Extra Blonde,4.0
1314,DON,Sawdust City Brewing Co.: Juicin,7.0
32624,DON,Unibroue: Éphémère Pear,4.0
21716,DON,Great Lakes Brewery: Great Lakes Karma Citra IPA,8.0
21110,DON,Great Lakes Brewery: Great Lakes Lake Effect,6.0
17272,DON,Collective Arts Brewing: Barrel Aged Imperial Porter,7.0
1213,DON,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
809,DON,Clifford Brewing Co.: Clifford Porter,6.0
11111,DON,Brasserie Dieu du Ciel!: Aphrodite,7.0
23736,DON,Labatt Ontario Breweries: Canadian Ale,1.0
16161,DON,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,7.0
7980,DON,Bellwoods Brewery: Roman Candle,7.0
7778,DON,Bellwoods Brewery: Jelly King - Pink Guava,8.0
203,DON,Coors Brewing Company: Coors Light,3.0
304,DON,Sawdust City Brewing Co.: Little Norway,5.0
16464,DON,Collective Arts Brewing: Stranger Than Fiction,7.0
9596,DON,Big Rig Brewery: Alpha Bomb,6.0
16262,DON,Collective Arts Brewing: Collective Project: Sour Dry Hop Ale - Passion Fruit And Peach,6.0
25554,DON,Left Field Brewery: Left Field Laser Show,7.0
102,DON,Grupo Modelo: Corona,5.0
33937,DON,À la Fût: À La Belge Triple,7.0
7879,DON,Bellwoods Brewery: Double Jutsu,9.0
1,DON,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
10707,DON,Brasserie Dieu du Ciel!: Immoralité,6.0
22019,DON,High Park Brewery: Across the Pond,7.0
708,DON,Alexander Keiths: Red Amber Ale,1.0
25958,DON,Les 3 Brasseurs: Brown,1.0
33331,DON,Unibroue: A Tout Le Monde - Megadeth,6.0
607,DON,Mill Street Brewery: 100th Meridian,4.0
22120,DON,High Road Brewing: Bronan,10.0
16767,DON,Collective Arts Brewing: Imperial Porter Bourbon Barrel-Aged 2018 Release,6.0
25857,DON,Les 3 Brasseurs: Blond,1.0
25352,DON,Le Trou Du Diable: Apocalypso,6.0
16060,DON,Collective Arts Brewing: Rhyme & Reason,6.0
405,DON,Heineken: Heineken Lager,2.0
23433,DON,Kensington Brewing Company: India Pale Ale,3.0
28988,DON,Nickel Brook Brewing: Old Kentucky Bastard,7.0
32321,DON,Unibroue: Éphémère Blackcurrant,5.0
31816,DON,Unibroue: Éphémère Elderberry,6.0
17878,DON,Collective Arts Brewing: Collective Project: Dry Hop Sour,7.0
11717,DON,Brasserie Dunham: IPA Belge,6.0
31917,DON,Unibroue: Ephémère Cranberry,4.0
1920,DON,Bellwoods Brewery: Jelly King,9.0
32018,DON,Unibroue: Éphémère Cherry,4.0
1819,DON,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
2122,DON,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,8.0
17979,DON,Cowbell Brewing Company: Doc Perdue's Boxing Bruin,6.0
2425,DON,Sawdust City Brewing Co.: Gateway Kolsch,5.0
31412,DON,The Collingwood Brewery: 3-point Saison,7.0
9091,DON,Bellwoods Brewery: Donkey Venom,7.0
27271,DON,Mill Street Brewery: IPA (India Pale Ale),3.0
19898,DON,Granville Island Brewing Company: English Bay Pale Ale,4.0
2324,DON,Sawdust City Brewing Co.: Golden Beach,7.0
8283,DON,Bellwoods Brewery: Witchshark,7.0
18080,DON,Cowbell Brewing Company: Absent Landlord,6.0
31614,DON,Unibroue: Ephemere Strawberry & Rhubarb,5.0
2223,DON,Sawdust City Brewing Co.: Lone Pine,6.0
23332,DON,Kensington Brewing Company: Fruit Stand Watermelon Wheat,2.0
11616,DON,Brasserie Dunham: Berliner Melon Weisse,9.0
2021,DON,Sawdust City Brewing Co.: Skinny Dippin' Stout,7.0
1617,DON,Side Launch Brewing Company: Side Launch Wheat,5.0
21514,DON,Great Lakes Brewery: Apocalypse Later Imperial Black IPA,7.0
32220,DON,Unibroue: Éphémère Blueberry,5.0
26766,DON,MicroBrasserie Charlevoix: Dominus Vobiscum Blanche,4.0
1718,DON,Blue Moon Brewing Company: Blue Moon,4.0
11515,DON,Brasserie Dunham: Berliner Mango Weisse,7.0
32119,DON,Unibroue: Éphémère Cassis,5.0
26665,DON,McAuslan Brewing: Griffon Ale Rousse,4.0
790,Daniel,Alexander Keiths: Red Amber Ale,5.0
689,Daniel,Mill Street Brewery: 100th Meridian,7.0
1194,Daniel,Sierra Nevada Brewing Co.: Pale Ale,8.0
1295,Daniel,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
992,Daniel,Guiness: Guinness,6.0
184,Daniel,Grupo Modelo: Corona,9.0
1598,Daniel,Brasserie D'Achouffe: La Chouffe,8.0
285,Daniel,Coors Brewing Company: Coors Light,5.0
1699,Daniel,Side Launch Brewing Company: Side Launch Wheat,8.0
83,Daniel,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
1800,Daniel,Blue Moon Brewing Company: Blue Moon,8.0
2002,Daniel,Bellwoods Brewery: Jelly King,4.0
487,Daniel,Heineken: Heineken Lager,6.0
588,Daniel,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
1691,David,Side Launch Brewing Company: Side Launch Wheat,9.0
1590,David,Brasserie D'Achouffe: La Chouffe,8.0
378,David,Sawdust City Brewing Co.: Little Norway,5.0
479,David,Heineken: Heineken Lager,2.0
580,David,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
75,David,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
176,David,Grupo Modelo: Corona,5.0
277,David,Coors Brewing Company: Coors Light,1.0
1186,David,Sierra Nevada Brewing Co.: Pale Ale,4.0
984,David,Guiness: Guinness,7.0
1792,David,Blue Moon Brewing Company: Blue Moon,5.0
1893,David,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
668,Declan,Mill Street Brewery: 100th Meridian,4.0
567,Declan,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
1375,Declan,Sawdust City Brewing Co.: Juicin,6.0
1880,Declan,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
466,Declan,Heineken: Heineken Lager,2.0
971,Declan,Guiness: Guinness,5.0
1173,Declan,Sierra Nevada Brewing Co.: Pale Ale,4.0
1072,Declan,Brasserie Dieu De Ciel!: Peche Mortel,9.0
769,Declan,Alexander Keiths: Red Amber Ale,4.0
1274,Declan,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
870,Declan,Clifford Brewing Co.: Clifford Porter,6.0
1981,Declan,Bellwoods Brewery: Jelly King,6.0
1577,Declan,Brasserie D'Achouffe: La Chouffe,7.0
1779,Declan,Blue Moon Brewing Company: Blue Moon,3.0
1476,Declan,Redline Brewhouse: Clutch,3.0
1678,Declan,Side Launch Brewing Company: Side Launch Wheat,4.0
